,Combat Tasks,,File -> Make a Copy to Edit, Showing:  0/2470, Completed:  0/2470,,,"Last Updated: Feb 24, 2025",
FALSE,FALSE,Theatre of Blood: Entry Mode,"Attack, Step, Wait",Survive Verzik Vitur's second phase in the Theatre of Blood: Entry Mode without anyone getting bounced by Verzik.,Mechanical,4,https://oldschool.runescape.wiki/w/Attack%2C%20Step%2C%20Wait,,0
FALSE,FALSE,Theatre of Blood: Entry Mode,No-Pillar,Survive Verzik Vitur's pillar phase in the Theatre of Blood: Entry Mode without losing a single pillar.,Mechanical,4,https://oldschool.runescape.wiki/w/No-Pillar,,0
FALSE,FALSE,Theatre of Blood: Entry Mode,Pass It On,"In the Theatre of Blood: Entry Mode, successfully pass on the green ball to a team mate.",Mechanical,4,https://oldschool.runescape.wiki/w/Pass%20It%20On,,0
FALSE,FALSE,Theatre of Blood: Entry Mode,Don't Look at Me!,Kill Xarpus in the Theatre of Blood: Entry Mode without him reflecting any damage to anyone.,Mechanical,4,https://oldschool.runescape.wiki/w/Don%27t%20Look%20at%20Me%21,,0
FALSE,FALSE,Theatre of Blood: Entry Mode,Theatre of Blood: SM Speed-Chaser,Complete the Theatre of Blood: Entry Mode in less than 17 minutes.,Speed,5,https://oldschool.runescape.wiki/w/Theatre%20of%20Blood%3A%20SM%20Speed-Chaser,,0
FALSE,FALSE,Theatre of Blood: Hard Mode,Hard Mode? Completed It,Complete the Theatre of Blood: Hard Mode within the challenge time.,Speed,5,https://oldschool.runescape.wiki/w/Hard%20Mode%3F%20Completed%20It,,0
FALSE,FALSE,Theatre of Blood: Hard Mode,Theatre: HM (5-Scale) Speed-Runner,Complete the Theatre of Blood: Hard Mode (5-scale) with an overall time of less than 19 minutes.,Speed,6,https://oldschool.runescape.wiki/w/Theatre%3A%20HM%20%285-Scale%29%20Speed-Runner,,0
FALSE,FALSE,Theatre of Blood: Hard Mode,Pack Like a Yak,"Complete the Theatre of Blood: Hard Mode within the challenge time, with no deaths and without anyone buying anything from a supply chest.",Restriction,6,https://oldschool.runescape.wiki/w/Pack%20Like%20a%20Yak,,0
FALSE,FALSE,Theatre of Blood: Hard Mode,Theatre: HM (4-Scale) Speed-Runner,Complete the Theatre of Blood: Hard Mode (4-scale) with an overall time of less than 21 minutes.,Speed,6,https://oldschool.runescape.wiki/w/Theatre%3A%20HM%20%284-Scale%29%20Speed-Runner,,0
FALSE,FALSE,Theatre of Blood: Hard Mode,Theatre of Blood: HM Grandmaster,Complete the Theatre of Blood: Hard Mode 50 times.,Kill Count,6,https://oldschool.runescape.wiki/w/Theatre%20of%20Blood%3A%20HM%20Grandmaster,,0
FALSE,FALSE,Theatre of Blood: Hard Mode,Harder Mode I,"Defeat Sotetseg in the Theatre of Blood: Hard Mode without anyone sharing the ball with anyone, without anyone dying, and without anyone taking damage from any of its other attacks or stepping on the wrong tile in the maze.",Perfection,6,https://oldschool.runescape.wiki/w/Harder%20Mode%20I,,0
FALSE,FALSE,Theatre of Blood: Hard Mode,Nylo Sniper,Defeat Verzik Vitur's in the Theatre of Blood: Hard Mode without anyone in your team causing a Nylocas to explode by getting too close.,Mechanical,6,https://oldschool.runescape.wiki/w/Nylo%20Sniper,,0
FALSE,FALSE,Theatre of Blood: Hard Mode,Theatre: HM (Trio) Speed-Runner,Complete the Theatre of Blood: Hard Mode (Trio) with an overall time of less than 23 minutes.,Speed,6,https://oldschool.runescape.wiki/w/Theatre%3A%20HM%20%28Trio%29%20Speed-Runner,,0
FALSE,FALSE,Theatre of Blood: Hard Mode,Team Work Makes the Dream Work,"When Verzik Vitur in the Theatre of Blood: Hard Mode uses her yellow power blast attack while the tornadoes are active, have everyone get through the attack without taking damage. This cannot be completed with one player alive",Mechanical,6,https://oldschool.runescape.wiki/w/Team%20Work%20Makes%20the%20Dream%20Work,,0
FALSE,FALSE,Theatre of Blood: Hard Mode,Harder Mode III,Defeat Verzik Vitur in the Theatre of Blood: Hard Mode without anyone attacking her with a melee weapon during her third phase.,Restriction,6,https://oldschool.runescape.wiki/w/Harder%20Mode%20III,,0
FALSE,FALSE,Theatre of Blood: Hard Mode,Stop Right There!,Defeat the Maiden of Sugadinti in the Theatre of Blood: Hard Mode without letting blood spawns create more than 15 blood trails.,Mechanical,6,https://oldschool.runescape.wiki/w/Stop%20Right%20There%21,,0
FALSE,FALSE,Theatre of Blood: Hard Mode,Personal Space,"Defeat the Pestilent Bloat in the Theatre of Blood: Hard Mode with a least 3 people in the room, without anyone in your team standing on top of each other.",Mechanical,6,https://oldschool.runescape.wiki/w/Personal%20Space,,0
FALSE,FALSE,Theatre of Blood: Hard Mode,Royal Affairs,"In the Theatre of Blood: Hard Mode, complete the Nylocas room without ever letting the Nylocas Prinkipas change styles.",Mechanical,6,https://oldschool.runescape.wiki/w/Royal%20Affairs,,0
FALSE,FALSE,Theatre of Blood: Hard Mode,Harder Mode II,Defeat Xarpus in the Theatre of Blood: Hard Mode after letting the exhumeds heal him to full health and without anyone in the team taking any damage.,Perfection,6,https://oldschool.runescape.wiki/w/Harder%20Mode%20II,,0
FALSE,FALSE,Thermonuclear Smoke Devil,Hazard Prevention,Kill the Thermonuclear Smoke Devil without it hitting anyone.,Perfection,4,https://oldschool.runescape.wiki/w/Hazard%20Prevention,,0
FALSE,FALSE,Thermonuclear Smoke Devil,Thermonuclear Veteran,Kill the Thermonuclear Smoke Devil 20 times.,Kill Count,4,https://oldschool.runescape.wiki/w/Thermonuclear%20Veteran,,0
FALSE,FALSE,Thermonuclear Smoke Devil,Spec'd Out,Kill the Thermonuclear Smoke Devil using only special attacks.,Restriction,4,https://oldschool.runescape.wiki/w/Spec%27d%20Out,,0
FALSE,FALSE,Tombs of Amascut,Tomb Explorer,Complete the Tombs of Amascut once.,Kill Count,4,https://oldschool.runescape.wiki/w/Tomb%20Explorer,,0
FALSE,FALSE,Tombs of Amascut,I'm in a rush,Defeat Ba-Ba after destroying four or fewer rolling boulders in total without dying yourself.,Mechanical,4,https://oldschool.runescape.wiki/w/I%27m%20in%20a%20rush,,0
FALSE,FALSE,Tombs of Amascut,Dropped the ball,Defeat Akkha without dropping any materialising orbs and without dying yourself.,Mechanical,4,https://oldschool.runescape.wiki/w/Dropped%20the%20ball,,0
FALSE,FALSE,Tombs of Amascut,Down Do Specs,"Defeat the Wardens after staggering the boss a maximum of twice during phase two, without dying yourself.",Mechanical,4,https://oldschool.runescape.wiki/w/Down%20Do%20Specs,,0
FALSE,FALSE,Tombs of Amascut,Perfect Crondis,"Complete the Crondis room without letting a crocodile get to the tree, without anyone losing water from their container and in under one minute.",Perfection,4,https://oldschool.runescape.wiki/w/Perfect%20Crondis,,0
FALSE,FALSE,Tombs of Amascut,No skipping allowed,"Defeat Ba-Ba after only attacking the non-weakened boulders in the rolling boulder phase, without dying yourself. The Boulderdash invocation must be activated.",Mechanical,4,https://oldschool.runescape.wiki/w/No%20skipping%20allowed,,0
FALSE,FALSE,Tombs of Amascut,Hardcore Tombs,Complete the Tombs of Amascut solo without dying.,Perfection,4,https://oldschool.runescape.wiki/w/Hardcore%20Tombs,,0
FALSE,FALSE,Tombs of Amascut,Hardcore Raiders,Complete the Tombs of Amascut in a group of two or more without anyone dying.,Perfection,4,https://oldschool.runescape.wiki/w/Hardcore%20Raiders,,0
FALSE,FALSE,Tombs of Amascut,Perfect Het,Complete the Het room without taking any damage from the light beam and orbs. You must destroy the core after one exposure.,Perfection,4,https://oldschool.runescape.wiki/w/Perfect%20Het,,0
FALSE,FALSE,Tombs of Amascut,Helpful spirit who?,Complete the Tombs of Amascut without using any supplies from the Helpful Spirit and without anyone dying. Honey locusts are included in this restriction.,Restriction,4,https://oldschool.runescape.wiki/w/Helpful%20spirit%20who%3F,,0
FALSE,FALSE,Tombs of Amascut,Perfect Apmeken,"Complete the Apmeken room in a group of two or more, without anyone allowing any dangers to trigger, standing in venom or being hit by a volatile baboon. You must complete this room in less than three minutes.",Perfection,4,https://oldschool.runescape.wiki/w/Perfect%20Apmeken,,0
FALSE,FALSE,Tombs of Amascut,Tombs Speed Runner,Complete the Tombs of Amascut (normal) within 18 mins at any group size.,Speed,5,https://oldschool.runescape.wiki/w/Tombs%20Speed%20Runner,,0
FALSE,FALSE,Tombs of Amascut,Perfect Akkha,"Complete Akkha in a group of two or more, without anyone taking any damage from the following: Akkha's attacks off-prayer, Akkha's special attacks (orbs, memory, detonate), exploding shadow timers, orbs in the enrage phase or attacking Akkha with the wrong style. You must have all Akkha invocations activated.",Perfection,5,https://oldschool.runescape.wiki/w/Perfect%20Akkha,,0
FALSE,FALSE,Tombs of Amascut,Perfect Wardens,"Defeat The Wardens in a group of two or more, without anyone taking avoidable damage from the following: Warden attacks, obelisk attacks, lightning attacks in phase three, skull attack in phase three, Demi god attacks in phase three. You must have all Wardens invocations activated.",Perfection,5,https://oldschool.runescape.wiki/w/Perfect%20Wardens,,0
FALSE,FALSE,Tombs of Amascut,Better get movin',"Defeat Elidinis' Warden in phase three of the Wardens fight with 'Aerial Assault', 'Stay vigilant' and 'Insanity' invocations activated and without dying yourself.",Mechanical,5,https://oldschool.runescape.wiki/w/Better%20get%20movin%27,,0
FALSE,FALSE,Tombs of Amascut,Tomb Raider,Complete the Tombs of Amascut 50 times.,Kill Count,5,https://oldschool.runescape.wiki/w/Tomb%20Raider,,0
FALSE,FALSE,Tombs of Amascut,Chompington,Defeat Zebak using only melee attacks and without dying yourself.,Mechanical,5,https://oldschool.runescape.wiki/w/Chompington,,0
FALSE,FALSE,Tombs of Amascut,Tomb Looter,Complete the Tombs of Amascut 25 times.,Kill Count,5,https://oldschool.runescape.wiki/w/Tomb%20Looter,,0
FALSE,FALSE,Tombs of Amascut,Perfect Zebak,"Defeat Zebak without anyone taking any damage from: poison, Zebak's basic attacks off-prayer, blood spawns and waves. You also must not push more than two jugs on the roar attack during the fight (you may destroy stationary ones). You must have all Zebak invocations activated.",Perfection,5,https://oldschool.runescape.wiki/w/Perfect%20Zebak,,0
FALSE,FALSE,Tombs of Amascut,Perfect Scabaras,Complete the Scabaras room in less than a minute without anyone taking any damage from puzzles.,Perfection,5,https://oldschool.runescape.wiki/w/Perfect%20Scabaras,,0
FALSE,FALSE,Tombs of Amascut,You are not prepared,Complete a full Tombs of Amascut raid only using supplies given inside the tomb and without anyone dying.,Restriction,5,https://oldschool.runescape.wiki/w/You%20are%20not%20prepared,,0
FALSE,FALSE,Tombs of Amascut,Perfect Kephri,"Defeat Kephri in a group of two or more, without anyone taking any damage from the following: egg explosions, Kephri's attacks, Exploding Scarabs, Bodyguards, dung attacks. No eggs may hatch throughout the fight.",Perfection,5,https://oldschool.runescape.wiki/w/Perfect%20Kephri,,0
FALSE,FALSE,Tombs of Amascut,Perfect Ba-Ba,"Defeat Ba-Ba in a group of two or more, without anyone taking any damage from the following: Ba-Ba's Attacks off-prayer, Ba-Ba's slam, rolling boulders, rubble attack or falling rocks. No sarcophagi may be opened. You must have all Ba-Ba invocations activated.",Perfection,5,https://oldschool.runescape.wiki/w/Perfect%20Ba-Ba,,0
FALSE,FALSE,Tombs of Amascut: Entry Mode,Confident Raider,Complete a Tombs of Amascut raid at level 100 or above.,Restriction,3,https://oldschool.runescape.wiki/w/Confident%20Raider,,0
FALSE,FALSE,Tombs of Amascut: Entry Mode,Novice Tomb Explorer,Complete the Tombs of Amascut in Entry mode (or above) once.,Kill Count,3,https://oldschool.runescape.wiki/w/Novice%20Tomb%20Explorer,,0
FALSE,FALSE,Tombs of Amascut: Entry Mode,Movin' on up,Complete a Tombs of Amascut raid at level 50 or above.,Restriction,3,https://oldschool.runescape.wiki/w/Movin%27%20on%20up,,0
FALSE,FALSE,Tombs of Amascut: Entry Mode,Novice Tomb Looter,Complete the Tombs of Amascut in Entry mode (or above) 25 times.,Kill Count,3,https://oldschool.runescape.wiki/w/Novice%20Tomb%20Looter,,0
FALSE,FALSE,Tombs of Amascut: Entry Mode,Novice Tomb Raider,Complete the Tombs of Amascut in Entry mode (or above) 50 times.,Kill Count,4,https://oldschool.runescape.wiki/w/Novice%20Tomb%20Raider,,0
FALSE,FALSE,Tombs of Amascut: Expert Mode,Expert Tomb Explorer,Complete the Tombs of Amascut (Expert mode) once.,Kill Count,4,https://oldschool.runescape.wiki/w/Expert%20Tomb%20Explorer,,0
FALSE,FALSE,Tombs of Amascut: Expert Mode,Resourceful Raider,"Complete the Tombs of Amascut with the ""On a diet"" and ""Dehydration"" invocations activated and without anyone dying.",Restriction,5,https://oldschool.runescape.wiki/w/Resourceful%20Raider,,0
FALSE,FALSE,Tombs of Amascut: Expert Mode,Doesn't bug me,"Defeat Kephri with all Kephri invocations activated and the path levelled up to at least four, without dying yourself.",Mechanical,5,https://oldschool.runescape.wiki/w/Doesn%27t%20bug%20me,,0
FALSE,FALSE,Tombs of Amascut: Expert Mode,But... Damage,Complete the Tombs of Amascut without anyone in your party wearing or holding any equipment at tier 75 or above.,Restriction,5,https://oldschool.runescape.wiki/w/But...%20Damage,,0
FALSE,FALSE,Tombs of Amascut: Expert Mode,Fancy feet,"Complete phase three of The Wardens in a group of two or more, using only melee attacks and without dying yourself. The 'Insanity' invocation must be activated.",Restriction,5,https://oldschool.runescape.wiki/w/Fancy%20feet,,0
FALSE,FALSE,Tombs of Amascut: Expert Mode,Expert Tomb Looter,Complete the Tombs of Amascut (Expert mode) 25 times.,Kill Count,5,https://oldschool.runescape.wiki/w/Expert%20Tomb%20Looter,,0
FALSE,FALSE,Tombs of Amascut: Expert Mode,Rockin' around the croc,"Defeat Zebak with all Zebak invocations activated and the path levelled up to at least four, without dying yourself.",Mechanical,5,https://oldschool.runescape.wiki/w/Rockin%27%20around%20the%20croc,,0
FALSE,FALSE,Tombs of Amascut: Expert Mode,Ba-Bananza,"Defeat Ba-Ba with all Ba-Ba invocations activated and the path levelled up to at least four, without dying yourself.",Mechanical,5,https://oldschool.runescape.wiki/w/Ba-Bananza,,0
FALSE,FALSE,Tombs of Amascut: Expert Mode,Something of an expert myself,Complete the Tombs of Amascut raid at level 350 or above without anyone dying.,Mechanical,5,https://oldschool.runescape.wiki/w/Something%20of%20an%20expert%20myself,,0
FALSE,FALSE,Tombs of Amascut: Expert Mode,Warden't you believe it,"Defeat the Wardens with all Wardens invocations activated, at expert level and without dying yourself.",Mechanical,5,https://oldschool.runescape.wiki/w/Warden%27t%20you%20believe%20it,,0
FALSE,FALSE,Tombs of Amascut: Expert Mode,All out of medics,Defeat Kephri without letting her heal above 25% after the first down. The 'Medic' invocation must be activated. You must do this without dying yourself.,Mechanical,5,https://oldschool.runescape.wiki/w/All%20out%20of%20medics,,0
FALSE,FALSE,Tombs of Amascut: Expert Mode,All Praise Zebak,Defeat Zebak without losing a single prayer point. You must also meet the conditions of the 'Rockin' Around The Croc' achievement.,Mechanical,6,https://oldschool.runescape.wiki/w/All%20Praise%20Zebak,,0
FALSE,FALSE,Tombs of Amascut: Expert Mode,Amascut's Remnant,Complete the Tombs of Amascut at raid level 500 or above without anyone dying.,Mechanical,6,https://oldschool.runescape.wiki/w/Amascut%27s%20Remnant,,0
FALSE,FALSE,Tombs of Amascut: Expert Mode,Expert Tomb Raider,Complete the Tombs of Amascut (Expert mode) 50 times.,Kill Count,6,https://oldschool.runescape.wiki/w/Expert%20Tomb%20Raider,,0
FALSE,FALSE,Tombs of Amascut: Expert Mode,Perfection of Apmeken,Complete 'Perfect Apmeken' and 'Perfect Ba-Ba' in a single run of the Tombs of Amascut.,Perfection,6,https://oldschool.runescape.wiki/w/Perfection%20of%20Apmeken,,0
FALSE,FALSE,Tombs of Amascut: Expert Mode,Perfection of Het,Complete 'Perfect Het' and 'Perfect Akkha' in a single run of the Tombs of Amascut.,Perfection,6,https://oldschool.runescape.wiki/w/Perfection%20of%20Het,,0
FALSE,FALSE,Tombs of Amascut: Expert Mode,Tombs Speed Runner III,Complete the Tombs of Amascut (expert) within 18 mins in a group of 8.,Speed,6,https://oldschool.runescape.wiki/w/Tombs%20Speed%20Runner%20III,,0
FALSE,FALSE,Tombs of Amascut: Expert Mode,Perfection of Scabaras,Complete 'Perfect Scabaras' and 'Perfect Kephri' in a single run of Tombs of Amascut.,Perfection,6,https://oldschool.runescape.wiki/w/Perfection%20of%20Scabaras,,0
FALSE,FALSE,Tombs of Amascut: Expert Mode,Insanity,Complete 'Perfect Wardens' at expert or above.,Perfection,6,https://oldschool.runescape.wiki/w/Insanity,,0
FALSE,FALSE,Tombs of Amascut: Expert Mode,Tombs Speed Runner II,Complete the Tombs of Amascut (expert) within 20 mins at any group size.,Speed,6,https://oldschool.runescape.wiki/w/Tombs%20Speed%20Runner%20II,,0
FALSE,FALSE,Tombs of Amascut: Expert Mode,Perfection of Crondis,Complete 'Perfect Crondis' and 'Perfect Zebak' in a single run of the Tombs of Amascut.,Perfection,6,https://oldschool.runescape.wiki/w/Perfection%20of%20Crondis,,0
FALSE,FALSE,Tombs of Amascut: Expert Mode,Akkhan't Do it,"Defeat Akkha with all Akkha invocations activated and the path levelled up to at least four, without dying yourself.",Mechanical,6,https://oldschool.runescape.wiki/w/Akkhan%27t%20Do%20it,,0
FALSE,FALSE,Tombs of Amascut: Expert Mode,Maybe I'm the boss.,Complete a Tombs of Amascut raid with every single boss invocation activated and without anyone dying.,Mechanical,6,https://oldschool.runescape.wiki/w/Maybe%20I%27m%20the%20boss.,,0
FALSE,FALSE,Tormented Demons,Rapid Reload,Hit three Tormented Demons within 3 seconds using a ballista or a crossbow,Mechanical,4,https://oldschool.runescape.wiki/w/Rapid%20Reload,,0
FALSE,FALSE,Tormented Demons,Two Times the Torment,Kill two Tormented Demons within 2 seconds.,Restriction,4,https://oldschool.runescape.wiki/w/Two%20Times%20the%20Torment,,0
FALSE,FALSE,Tormented Demons,Through Fire and Flames,Kill a Tormented Demon whilst their shield is inactive.,Restriction,4,https://oldschool.runescape.wiki/w/Through%20Fire%20and%20Flames,,0
FALSE,FALSE,Tormented Demons,Unending Torment,Kill a Tormented Demon.,Kill Count,4,https://oldschool.runescape.wiki/w/Unending%20Torment,,0
FALSE,FALSE,Tormented Demons,Three Times the Thrashing,Kill three Tormented Demons within 3 seconds.,Restriction,5,https://oldschool.runescape.wiki/w/Three%20Times%20the%20Thrashing,,0
FALSE,FALSE,TzHaar-Ket-Rak's Challenges,TzHaar-Ket-Rak's Speed-Trialist,Complete TzHaar-Ket-Rak's first challenge in less than 45 seconds.,Speed,4,https://oldschool.runescape.wiki/w/TzHaar-Ket-Rak%27s%20Speed-Trialist,,0
FALSE,FALSE,TzHaar-Ket-Rak's Challenges,Facing Jad Head-on III,Complete TzHaar-Ket-Rak's second challenge with only melee.,Restriction,4,https://oldschool.runescape.wiki/w/Facing%20Jad%20Head-on%20III,,0
FALSE,FALSE,TzHaar-Ket-Rak's Challenges,The II Jad Challenge,Complete TzHaar-Ket-Rak's second challenge.,Kill Count,4,https://oldschool.runescape.wiki/w/The%20II%20Jad%20Challenge,,0
FALSE,FALSE,TzHaar-Ket-Rak's Challenges,The IV Jad Challenge,Complete TzHaar-Ket-Rak's fourth challenge.,Kill Count,5,https://oldschool.runescape.wiki/w/The%20IV%20Jad%20Challenge,,0
FALSE,FALSE,TzHaar-Ket-Rak's Challenges,Multi-Style Specialist,Complete TzHaar-Ket-Rak's third challenge while using a different attack style for each JalTok-Jad.,Mechanical,5,https://oldschool.runescape.wiki/w/Multi-Style%20Specialist,,0
FALSE,FALSE,TzHaar-Ket-Rak's Challenges,TzHaar-Ket-Rak's Speed-Chaser,Complete TzHaar-Ket-Rak's third challenge in less than 3 minutes.,Speed,5,https://oldschool.runescape.wiki/w/TzHaar-Ket-Rak%27s%20Speed-Chaser,,0
FALSE,FALSE,TzHaar-Ket-Rak's Challenges,Facing Jad Head-on IV,Complete TzHaar-Ket-Rak's fourth challenge with only melee.,Restriction,5,https://oldschool.runescape.wiki/w/Facing%20Jad%20Head-on%20IV,,0
FALSE,FALSE,TzHaar-Ket-Rak's Challenges,Supplies? Who Needs 'em?,Complete TzHaar-Ket-Rak's third challenge without having anything in your inventory.,Perfection,5,https://oldschool.runescape.wiki/w/Supplies%3F%20Who%20Needs%20%27em%3F,,0
FALSE,FALSE,TzHaar-Ket-Rak's Challenges,The VI Jad Challenge,Complete TzHaar-Ket-Rak's sixth challenge.,Kill Count,6,https://oldschool.runescape.wiki/w/The%20VI%20Jad%20Challenge,,0
FALSE,FALSE,TzHaar-Ket-Rak's Challenges,TzHaar-Ket-Rak's Speed-Runner,Complete TzHaar-Ket-Rak's fifth challenge in less than 5 minutes.,Speed,6,https://oldschool.runescape.wiki/w/TzHaar-Ket-Rak%27s%20Speed-Runner,,0
FALSE,FALSE,TzHaar-Ket-Rak's Challenges,It Wasn't a Fluke,Complete TzHaar-Ket-Rak's fifth and sixth challenges back to back without failing.,Perfection,6,https://oldschool.runescape.wiki/w/It%20Wasn%27t%20a%20Fluke,,0
FALSE,FALSE,TzKal-Zuk,Half-Way There,Kill a Jal-Zek within the Inferno.,Kill Count,4,https://oldschool.runescape.wiki/w/Half-Way%20There,,0
FALSE,FALSE,TzKal-Zuk,"Nibblers, Begone!",Kill Tzkal-Zuk without letting a pillar fall before wave 67.,Perfection,5,https://oldschool.runescape.wiki/w/Nibblers%2C%20Begone%21,,0
FALSE,FALSE,TzKal-Zuk,Wasn't Even Close,Kill Tzkal-Zuk without letting your hitpoints fall below 50 during any wave in the Inferno.,Restriction,6,https://oldschool.runescape.wiki/w/Wasn%27t%20Even%20Close,,0
FALSE,FALSE,TzKal-Zuk,Jad? What Are You Doing Here?,Kill Tzkal-Zuk without killing the JalTok-Jad which spawns during wave 69.,Restriction,6,https://oldschool.runescape.wiki/w/Jad%3F%20What%20Are%20You%20Doing%20Here%3F,,0
FALSE,FALSE,TzKal-Zuk,Budget Setup,Kill Tzkal-Zuk without equipping a Twisted Bow within the Inferno.,Restriction,6,https://oldschool.runescape.wiki/w/Budget%20Setup,,0
FALSE,FALSE,TzKal-Zuk,The Floor Is Lava,Kill Tzkal-Zuk without letting Jal-ImKot dig during any wave in the Inferno.,Mechanical,6,https://oldschool.runescape.wiki/w/The%20Floor%20Is%20Lava,,0
FALSE,FALSE,TzKal-Zuk,Nibbler Chaser,Kill Tzkal-Zuk without using any magic spells during any wave in the Inferno.,Restriction,6,https://oldschool.runescape.wiki/w/Nibbler%20Chaser,,0
FALSE,FALSE,TzKal-Zuk,Inferno Grandmaster,Complete the Inferno 5 times.,Kill Count,6,https://oldschool.runescape.wiki/w/Inferno%20Grandmaster,,0
FALSE,FALSE,TzKal-Zuk,Facing Jad Head-on II,Kill Tzkal-Zuk without equipping any range or mage weapons before wave 69.,Restriction,6,https://oldschool.runescape.wiki/w/Facing%20Jad%20Head-on%20II,,0
FALSE,FALSE,TzKal-Zuk,Playing with Jads,Complete wave 68 of the Inferno within 30 seconds of the first JalTok-Jad dying.,Mechanical,6,https://oldschool.runescape.wiki/w/Playing%20with%20Jads,,0
FALSE,FALSE,TzKal-Zuk,Inferno Speed-Runner,Complete the Inferno in less than 65 minutes.,Speed,6,https://oldschool.runescape.wiki/w/Inferno%20Speed-Runner,,0
FALSE,FALSE,TzKal-Zuk,No Luck Required,Kill Tzkal-Zuk without being attacked by TzKal-Zuk and without taking damage from a JalTok-Jad.,Perfection,6,https://oldschool.runescape.wiki/w/No%20Luck%20Required,,0
FALSE,FALSE,TzTok-Jad,Fight Caves Veteran,Complete the Fight Caves once.,Kill Count,4,https://oldschool.runescape.wiki/w/Fight%20Caves%20Veteran,,0
FALSE,FALSE,TzTok-Jad,A Near Miss!,Complete the Fight Caves after surviving a hit from TzTok-Jad without praying.,Mechanical,4,https://oldschool.runescape.wiki/w/A%20Near%20Miss%21,,0
FALSE,FALSE,TzTok-Jad,Facing Jad Head-on,Complete the Fight Caves with only melee.,Restriction,4,https://oldschool.runescape.wiki/w/Facing%20Jad%20Head-on,,0
FALSE,FALSE,TzTok-Jad,You Didn't Say Anything About a Bat,Complete the Fight Caves without being attacked by a Tz-Kih.,Mechanical,5,https://oldschool.runescape.wiki/w/You%20Didn%27t%20Say%20Anything%20About%20a%20Bat,,0
FALSE,FALSE,TzTok-Jad,Fight Caves Speed-Chaser,Complete the Fight Caves in less than 30 minutes.,Speed,5,https://oldschool.runescape.wiki/w/Fight%20Caves%20Speed-Chaser,,0
FALSE,FALSE,TzTok-Jad,Denying the Healers,Complete the Fight caves without letting any of the Yt-MejKot heal.,Mechanical,5,https://oldschool.runescape.wiki/w/Denying%20the%20Healers,,0
FALSE,FALSE,TzTok-Jad,Fight Caves Master,Complete the Fight Caves 5 times.,Kill Count,5,https://oldschool.runescape.wiki/w/Fight%20Caves%20Master,,0
FALSE,FALSE,TzTok-Jad,No Time for a Drink,Complete the Fight Caves without losing any prayer points.,Restriction,6,https://oldschool.runescape.wiki/w/No%20Time%20for%20a%20Drink,,0
FALSE,FALSE,TzTok-Jad,Fight Caves Speed-Runner,Complete the Fight Caves in less than 26 minutes and 30 seconds.,Speed,6,https://oldschool.runescape.wiki/w/Fight%20Caves%20Speed-Runner,,0
FALSE,FALSE,TzTok-Jad,Denying the Healers II,Complete the Fight Caves without TzTok-Jad being healed by a Yt-HurKot.,Mechanical,6,https://oldschool.runescape.wiki/w/Denying%20the%20Healers%20II,,0
FALSE,FALSE,Vardorvis,Vardorvis Speed-Trialist,Kill Vardorvis in less than 1:15 minutes without a slayer task.,Speed,4,https://oldschool.runescape.wiki/w/Vardorvis%20Speed-Trialist,,0
FALSE,FALSE,Vardorvis,Vardorvis Adept,Kill Vardorvis once.,Kill Count,4,https://oldschool.runescape.wiki/w/Vardorvis%20Adept,,0
FALSE,FALSE,Vardorvis,Vardorvis Speed-Chaser,Kill Vardorvis in less than 1:05 without a slayer task.,Speed,5,https://oldschool.runescape.wiki/w/Vardorvis%20Speed-Chaser,,0
FALSE,FALSE,Vardorvis,Vardorvis Master,Kill Vardorvis 50 times.,Kill Count,5,https://oldschool.runescape.wiki/w/Vardorvis%20Master,,0
FALSE,FALSE,Vardorvis,Budget Cutter,Kill Vardorvis with gear worth 2m or less in total.,Restriction,5,https://oldschool.runescape.wiki/w/Budget%20Cutter,,0
FALSE,FALSE,Vardorvis,Perfect Vardorvis,Kill the Vardorvis perfectly 5 times without leaving.,Perfection,5,https://oldschool.runescape.wiki/w/Perfect%20Vardorvis,,0
FALSE,FALSE,Vardorvis,Vardorvis Speed-Runner,Kill Vardorvis in less than 0:55 without a slayer task.,Speed,6,https://oldschool.runescape.wiki/w/Vardorvis%20Speed-Runner,,0
FALSE,FALSE,Vardorvis,Vardorvis Sleeper,Kill Awakened Vardorvis.,Kill Count,6,https://oldschool.runescape.wiki/w/Vardorvis%20Sleeper,,0
FALSE,FALSE,Vardorvis,Axe Enthusiast,"Kill Vardorvis after surviving for 3 minutes of Vardorvis' max speed, and never leaving the centre 25 tiles.",Mechanical,6,https://oldschool.runescape.wiki/w/Axe%20Enthusiast,,0
FALSE,FALSE,Venenatis,Venenatis Adept,Kill Venenatis 10 times.,Kill Count,3,https://oldschool.runescape.wiki/w/Venenatis%20Adept,,0
FALSE,FALSE,Venenatis,Venenatis Veteran,Kill Venenatis 20 times.,Kill Count,4,https://oldschool.runescape.wiki/w/Venenatis%20Veteran,,0
FALSE,FALSE,Vet'ion,Vet'ion Adept,Kill Vet'ion 10 times.,Kill Count,3,https://oldschool.runescape.wiki/w/Vet%27ion%20Adept,,0
FALSE,FALSE,Vet'ion,Vet'eran,Kill Vet'ion 20 times.,Kill Count,4,https://oldschool.runescape.wiki/w/Vet%27eran,,0
FALSE,FALSE,Vorkath,Vorkath Veteran,Kill Vorkath 50 times.,Kill Count,4,https://oldschool.runescape.wiki/w/Vorkath%20Veteran,,0
